Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.003,1900,01,00,3,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.005,1900,01,00,4,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.01,1900,01,00,8,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.016,1900,01,00,14,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.006,1900,01,00,5,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.008,1900,01,00,7,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.009,1900,01,00,8,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.015,1900,01,00,13,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.012,1900,01,00,10,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.011,1900,01,00,9,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.013,1900,01,00,11,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.014,1900,01,00,12,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.072,1900,01,00,90,0,,,
0.072,1900,01,00,90,0,,,
0.072,1900,01,00,90,0,,,
0.072,1900,01,00,90,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.028,1900,01,00,24,0,,,
